2024-09-17 20:40:45.077 | INFO     | __main__:<module>:27 | starting bot | {}
2024-09-18 20:49:12.807 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065296, 'message_id': 89, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None, 'process_result': True, 'spent_time_ms': 6.0}
2024-09-18 20:49:13.865 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065297, 'message_id': 90, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-18 20:49:13.867 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065297, 'message_id': 90, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None, 'process_result': True, 'spent_time_ms': 2.3}
2024-09-18 20:49:59.832 | INFO     | __main__:<module>:5 | starting bot | {}
2024-09-18 20:50:40.504 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065298, 'message_id': 91, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-18 20:50:40.976 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065298, 'message_id': 91, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None, 'process_result': True, 'spent_time_ms': 472.3}
2024-09-18 20:52:30.047 | INFO     | __main__:<module>:5 | starting bot | {}
2024-09-18 20:52:31.806 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065299, 'message_id': 93, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-18 20:52:32.051 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065299, 'message_id': 93, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None, 'process_result': True, 'spent_time_ms': 244.7}
2024-09-18 20:56:03.144 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065300, 'message_id': 95, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/start', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:56:03.656 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065300, 'message_id': 95, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/start', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 512.1}
2024-09-18 20:56:10.185 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065301, 'message_id': 97, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': 'ИБМ6-12Б', 'entities': None}
2024-09-18 20:58:20.436 | INFO     | __main__:<module>:5 | starting bot | {}
2024-09-18 20:58:22.997 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065302, 'message_id': 98, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/start', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:58:23.326 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065302, 'message_id': 98, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/start', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 328.8}
2024-09-18 20:58:32.812 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065303, 'message_id': 100, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': 'ИБМ6-12Б', 'entities': None}
2024-09-18 20:58:32.963 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065303, 'message_id': 100, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': 'ИБМ6-12Б', 'entities': None, 'process_result': True, 'spent_time_ms': 151.0}
2024-09-18 20:58:36.913 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065304, 'message_id': 102, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:58:36.920 | DEBUG    | src.handlers.commands:week_cmd:33 | parsing schedule | {}
2024-09-18 20:58:44.555 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065305, 'message_id': 103, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:58:44.565 | DEBUG    | src.handlers.commands:week_cmd:33 | parsing schedule | {}
2024-09-18 20:58:54.019 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065304, 'message_id': 102, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 17105.8}
2024-09-18 20:58:56.428 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065306, 'message_id': 105, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:58:56.531 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065306, 'message_id': 105, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 103.0}
2024-09-18 20:59:06.323 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065305, 'message_id': 103, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 21768.6}
2024-09-18 20:59:09.953 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065307, 'message_id': 108, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:59:10.072 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065307, 'message_id': 108, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 119.8}
2024-09-18 20:59:17.298 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065308, 'message_id': 110, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:59:17.442 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065308, 'message_id': 110, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 144.0}
2024-09-18 20:59:18.922 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065309, 'message_id': 112, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-18 20:59:19.010 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065309, 'message_id': 112, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 87.2}
2024-09-18 20:59:22.103 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065310, 'message_id': 114, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-18 20:59:22.199 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065310, 'message_id': 114, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None, 'process_result': True, 'spent_time_ms': 95.6}
2024-09-19 10:03:27.428 | INFO     | __main__:<module>:5 | starting bot | {}
2024-09-19 10:03:27.894 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065311, 'message_id': 116, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-19 10:03:29.739 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065312, 'message_id': 117, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-19 10:07:51.984 | INFO     | __main__:<module>:5 | starting bot | {}
2024-09-19 10:07:52.993 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065313, 'message_id': 118, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-19 10:07:53.237 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065313, 'message_id': 118, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None, 'process_result': True, 'spent_time_ms': 244.2}
2024-09-19 10:07:57.794 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065314, 'message_id': 120, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-19 10:07:57.845 | DEBUG    | src.handlers.commands:week_cmd:33 | parsing schedule | {}
2024-09-19 10:07:58.356 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065314, 'message_id': 120, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 562.3}
2024-09-19 10:08:22.557 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065315, 'message_id': 122, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None}
2024-09-19 10:08:22.776 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065315, 'message_id': 122, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None, 'process_result': True, 'spent_time_ms': 219.3}
2024-09-19 10:10:03.289 | INFO     | __main__:<module>:5 | starting bot | {}
2024-09-19 10:10:11.355 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065316, 'message_id': 124, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-19 10:10:11.398 | DEBUG    | src.handlers.commands:week_cmd:34 | parsing schedule | {}
2024-09-19 10:10:12.072 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065316, 'message_id': 124, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 717.0}
2024-09-19 10:10:18.496 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065317, 'message_id': 126, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None}
2024-09-19 10:10:18.682 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065317, 'message_id': 126, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None, 'process_result': True, 'spent_time_ms': 186.2}
2024-09-19 10:11:13.195 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065318, 'message_id': 128, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/start', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-19 10:11:13.423 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065318, 'message_id': 128, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/start', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 228.4}
2024-09-19 10:11:18.894 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065319, 'message_id': 130, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': 'ИБМ6-12Б', 'entities': None}
2024-09-19 10:11:19.031 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065319, 'message_id': 130, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': 'ИБМ6-12Б', 'entities': None, 'process_result': True, 'spent_time_ms': 136.9}
2024-09-19 10:11:22.918 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065320, 'message_id': 132, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🗓️ Расписание', 'entities': None}
2024-09-19 10:11:22.920 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065320, 'message_id': 132, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🗓️ Расписание', 'entities': None, 'process_result': True, 'spent_time_ms': 2.2}
2024-09-19 10:11:25.758 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065321, 'message_id': 133, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-19 10:11:25.955 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065321, 'message_id': 133, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 196.8}
2024-09-19 10:15:17.654 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065322, 'message_id': 135, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None}
2024-09-19 10:15:17.995 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065322, 'message_id': 135, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔔 Уведомления', 'entities': None, 'process_result': True, 'spent_time_ms': 341.0}
2024-09-19 10:15:21.797 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065323, 'message_id': 137, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-19 10:15:21.908 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065323, 'message_id': 137, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/week', 'entities': [MessageEntity(type='bot_command', offset=0, length=5, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 111.2}
2024-09-19 10:15:23.533 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065324, 'message_id': 139, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/share', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-19 10:15:23.681 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065324, 'message_id': 139, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/share', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 148.5}
2024-09-19 10:59:21.557 | INFO     | __main__:<module>:5 | starting bot | {}
2024-09-19 10:59:42.302 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065325, 'message_id': 141, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🗓️ Расписание', 'entities': None}
2024-09-19 10:59:42.622 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065325, 'message_id': 141, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🗓️ Расписание', 'entities': None, 'process_result': True, 'spent_time_ms': 320.1}
2024-09-19 10:59:45.649 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065326, 'message_id': 143, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🕓 Расписание на сегодня', 'entities': None}
2024-09-19 10:59:45.653 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065326, 'message_id': 143, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🕓 Расписание на сегодня', 'entities': None, 'process_result': True, 'spent_time_ms': 3.8}
2024-09-19 10:59:47.179 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065327, 'message_id': 144, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None}
2024-09-19 10:59:47.230 | DEBUG    | src.handlers.commands:week_cmd:34 | parsing schedule | {}
2024-09-19 10:59:47.679 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065327, 'message_id': 144, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None, 'process_result': True, 'spent_time_ms': 499.8}
2024-09-19 11:01:13.254 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065328, 'message_id': 146, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/share', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)]}
2024-09-19 11:01:13.563 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065328, 'message_id': 146, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '/share', 'entities': [MessageEntity(type='bot_command', offset=0, length=6, url=None, user=None, language=None, custom_emoji_id=None)], 'process_result': True, 'spent_time_ms': 308.4}
2024-09-19 11:01:19.206 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065329, 'message_id': 148, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🗓️ Расписание', 'entities': None}
2024-09-19 11:01:19.304 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065329, 'message_id': 148, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🗓️ Расписание', 'entities': None, 'process_result': True, 'spent_time_ms': 98.4}
2024-09-19 11:01:25.620 | DEBUG    | src.middlewares.logging:__call__:51 | Received message | {'update_id': 599065330, 'message_id': 150, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None}
2024-09-19 11:01:25.736 | INFO     | src.middlewares.logging:__call__:111 | Handled message | {'update_id': 599065330, 'message_id': 150, 'chat_type': 'private', 'chat_id': 1084574418, 'user_id': 1084574418, 'text': '🔄 Расписание не неделю', 'entities': None, 'process_result': True, 'spent_time_ms': 115.7}
